0,650,4500,0,1,100
0,1450,3950,0,1,100
0,2550,3650,0,1,100
0,2550,3250,0,1,100
0,2450,4350,0,1,100
0,2250,3100,1,0,100
0,1500,3800,1,0,100
0,2950,2250,0,1,100
0,8500,1600,0,1,100
0,9000,1600,0,1,100
0,9500,1600,0,1,100
0,10000,1600,0,1,100
0,10500,1600,0,1,100
0,11000,1600,0,1,100
0,11500,1600,0,1,100
0,12000,1600,0,1,100
0,12500,1600,0,1,100
0,13000,1600,0,1,100
0,13500,1600,0,1,100
0,14000,1600,0,1,100
0,14500,1600,0,1,100
0,15000,1200,0,1,100
0,15500,1600,0,1,100
0,16000,1600,0,1,100
0,16500,1600,0,1,100
0,17000,1400,0,1,100
0,17500,1600,0,1,100
0,8500,150,0,1,100
0,9000,150,0,1,100
0,9500,150,0,1,100
0,10500,150,0,1,100
0,11000,150,0,1,100
0,11500,150,0,1,100
0,12000,150,0,1,100
0,12500,150,0,1,100
0,13000,150,0,1,100
0,13500,150,0,1,100
0,14000,150,0,1,100
0,14500,150,0,1,100
0,15000,150,0,1,100
0,15500,150,0,1,100
0,18000,150,0,1,100
0,16500,150,0,1,100
0,16500,150,0,1,100
0,17500,150,0,1,100
0,700,2700,0,1,100
0,800,2500,1,0,100
0,2600,2300,0,1,100
0,2800,2200,1,0,100
0,3000,1900,0,1,100
0,1000,1700,1,0,100
0,1200,1500,0,1,100
0,1400,1300,1,0,100
0,1600,1500,0,1,100
0,1800,1700,1,0,100
0,2000,1900,0,1,100
0,2200,2100,1,0,100
0,2400,2300,0,1,100
0,3200,2500,1,0,100
0,5000,500,0,1,100
0,4000,500,0,1,100
0,3000,500,0,1,100
0,2000,500,0,1,100
0,1500,500,0,1,100
0,5600,950,1,0,100
0,6100,850,0,1,100
0,6600,750,1,0,100
0,7100,650,0,1,100
0,7600,550,1,0,100
0,8100,450,0,1,100
0,7600,350,1,0,100
0,7100,250,0,1,100
0,6600,150,1,0,100
0,6100,550,0,1,100
0,4000,4550,0,1,100
0,4000,3550,0,1,100
0,4000,2550,0,1,100
0,5000,4550,0,1,100
0,5000,3550,0,1,100
0,5000,2550,0,1,100
0,6000,4550,0,1,100
0,6000,3550,0,1,100
0,6000,2550,0,1,100
0,7000,4550,0,1,100
0,7000,3550,0,1,100
0,7000,2550,0,1,100
0,4500,4050,0,1,100
0,4500,3050,0,1,100
0,5500,4050,0,1,100
0,5500,3050,0,1,100
0,6500,4050,0,1,100
0,6500,3050,0,1,100
0,7500,4050,0,1,100
0,7500,3050,0,1,100
0,22000,70,0,1,100
0,22100,70,0,1,100
0,22200,70,0,1,100
0,22300,70,0,1,100
0,22400,70,0,1,100
0,22500,70,0,1,100
0,22600,70,0,1,100
0,22700,70,1,0,100
0,22800,70,0,1,100
0,22900,70,0,1,100
0,23000,70,0,1,100
0,23100,70,0,1,100
0,23200,70,0,1,100
0,23300,70,0,1,100
0,23400,70,0,1,100
0,23500,70,1,0,100
0,23600,70,0,1,100
0,23700,70,0,1,100
0,23800,70,0,1,100
0,23900,70,0,1,100
0,24000,70,0,1,100
0,24100,70,1,0,100
0,24200,70,0,1,100
0,24300,70,0,1,100
0,24400,70,0,1,100
0,24500,70,0,1,100
0,22050,3650,0,1,100
0,22150,3650,0,1,100
0,22250,3650,0,1,100
0,22350,3650,0,1,100
0,22450,3650,0,1,100
0,22550,3650,0,1,100
0,22650,3650,0,1,100
0,22750,3650,0,1,100
0,22850,3650,0,1,100
0,22950,3650,0,0,100
0,23050,3650,0,1,100
0,23150,3650,1,0,100
0,23250,3650,0,1,100
0,23350,3650,0,1,100
0,23450,3650,0,1,100
0,23550,3650,1,0,100
0,23650,3650,0,1,100
0,23750,3650,0,1,100
0,23850,3650,0,1,100
0,23950,3650,1,0,100
0,24050,3650,0,1,100
0,24150,3650,0,1,100
0,24250,3650,0,1,100
0,24350,3650,0,1,100
0,24450,3650,0,1,100
0,24550,3650,1,0,100
0,2250,500,1,0,100
0,2250,600,1,0,100
0,2250,700,1,0,100
0,2250,800,1,0,100
0,2250,900,1,0,100
0,4350,500,1,0,100
0,4350,600,1,0,100
0,4350,700,1,0,100
0,4350,800,1,0,100
0,4350,900,1,0,100
0,6200,1200,1,0,100
0,6200,1300,1,0,100
0,6200,1400,1,0,100
0,6200,1500,1,0,100
0,6200,1600,1,0,100
0,6200,1700,1,0,100
0,8150,29500,0,1,100
0,8250,2950,0,1,100
0,8350,2950,0,1,100
0,8450,2950,0,1,100
0,8550,2950,0,1,100
0,8650,2950,0,1,100
0,8750,2950,0,1,100
0,8850,2950,0,1,100
0,10550,1800,1,0,100
0,10550,1900,1,0,100
0,10550,2000,1,0,100
0,10550,2100,1,0,100
0,10550,2200,1,0,100
0,10550,2300,1,0,100
0,10550,2400,1,0,100
0,10550,3100,1,0,100
0,10550,3300,1,0,100
0,10550,3500,1,0,100
0,10700,3700,1,0,100
0,10700,3900,1,0,100
0,10700,4000,1,0,100
0,10700,4200,1,0,100
0,14700,1850,1,0,100
0,14700,2000,1,0,100
0,14700,2150,1,0,100
0,14700,2300,1,0,100
0,14700,2500,1,0,100
0,14700,2800,1,0,100
0,14700,2950,1,0,100
0,14700,3100,1,0,100
0,14700,3300,1,0,100
0,14700,3550,1,0,100
0,14700,3800,1,0,100
0,14700,4100,1,0,100
0,14800,4300,1,0,100
0,17700,3900,1,0,100
0,8850,4525,1,0,100
0,10850,4525,1,0,100
0,12850,4525,1,0,100
0,14850,4525,1,0,100
0,18850,4525,1,0,100
0,18850,4525,1,0,100
0,20850,4525,1,0,100
0,22850,4525,1,0,100
0,8850,4575,1,0,100
0,10850,4575,1,0,100
0,12850,4575,1,0,100
0,14850,4575,1,0,100
0,18850,4575,1,0,100
0,18850,4575,1,0,100
0,20850,4575,1,0,100
0,22850,4575,1,0,100
0,24850,4575,1,0,100
0,8850,4650,1,0,100
0,10850,4650,1,0,100
0,12850,4650,1,0,100
0,14850,4650,1,0,100
0,18850,4650,1,0,100
0,18850,4650,1,0,100
0,20850,4650,1,0,100
0,22850,4650,1,0,100
0,24850,4650,1,0,100
0,8850,4725,1,0,100
0,10850,4725,1,0,100
0,12850,4725,1,0,100
0,14850,4725,1,0,100
0,18850,4725,1,0,100
0,18850,4725,1,0,100
0,20850,4725,1,0,100
0,22850,4725,1,0,100
0,8850,4800,1,0,100
0,10850,4800,1,0,100
0,12850,4800,1,0,100
0,14850,4800,1,0,100
0,18850,4800,1,0,100
0,18850,4800,1,0,100
0,20850,4800,1,0,100
0,22850,4800,1,0,100
